"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 16:58:26', 'T': '42.10', 'setpoint': '30.00', 'D': '0.00', 'error': '-12.10', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 16:59:26', 'T': '40.70', 'setpoint': '30.00', 'D': '0.00', 'error': '-10.70', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:00:26', 'T': '41.80', 'setpoint': '30.00', 'D': '0.00', 'error': '-11.80', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:01:26', 'T': '40.50', 'setpoint': '30.00', 'D': '0.00', 'error': '-10.50', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:03:26', 'T': '40.70', 'setpoint': '30.00', 'D': '0.00', 'error': '-10.70', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:04:26', 'T': '40.60', 'setpoint': '30.00', 'D': '0.00', 'error': '-10.60', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:05:26', 'T': '40.90', 'setpoint': '30.00', 'D': '0.00', 'error': '-10.90', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:08:26', 'T': '40.40', 'setpoint': '30.00', 'D': '0.00', 'error': '-10.40', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:09:26', 'T': '40.20', 'setpoint': '30.00', 'D': '0.00', 'error': '-10.20', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:10:26', 'T': '39.10', 'setpoint': '30.00', 'D': '0.00', 'error': '-9.10', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:11:26', 'T': '39.90', 'setpoint': '30.00', 'D': '0.00', 'error': '-9.90', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:12:26', 'T': '39.90', 'setpoint': '30.00', 'D': '0.00', 'error': '-9.90', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:15:27', 'T': '39.00', 'setpoint': '30.00', 'D': '0.00', 'error': '-9.00', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:20:27', 'T': '38.00', 'setpoint': '30.00', 'D': '0.00', 'error': '-8.00', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:21:26', 'T': '38.10', 'setpoint': '30.00', 'D': '0.00', 'error': '-8.10', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:26:27', 'T': '36.50', 'setpoint': '30.00', 'D': '0.00', 'error': '-6.50', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:27:27', 'T': '35.80', 'setpoint': '30.00', 'D': '0.00', 'error': '-5.80', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:28:27', 'T': '36.30', 'setpoint': '30.00', 'D': '0.00', 'error': '-6.30', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:29:26', 'T': '35.80', 'setpoint': '30.00', 'D': '0.00', 'error': '-5.80', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:30:26', 'T': '36.60', 'setpoint': '30.00', 'D': '0.00', 'error': '-6.60', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:33:27', 'T': '36.10', 'setpoint': '30.00', 'D': '0.00', 'error': '-6.10', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:34:26', 'T': '35.20', 'setpoint': '30.00', 'D': '0.00', 'error': '-5.20', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:35:26', 'T': '35.50', 'setpoint': '30.00', 'D': '0.00', 'error': '-5.50', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:36:26', 'T': '35.80', 'setpoint': '30.00', 'D': '0.00', 'error': '-5.80', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:37:27', 'T': '35.70', 'setpoint': '30.00', 'D': '0.00', 'error': '-5.70', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:39:27', 'T': '36.10', 'setpoint': '30.00', 'D': '0.00', 'error': '-6.10', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:40:27', 'T': '35.30', 'setpoint': '30.00', 'D': '0.00', 'error': '-5.30', 'output': '0.00'}",get
"{'I': '100.00', 'P': '5.00', 'updated': '2021-11-08 17:41:27', 'T': '36.30', 'setpoint': '30.00', 'D': '0.00', 'error': '-6.30', 'output': '0.00'}",get
