"{'updated': '2021-11-08 16:58:27', 'H': '35.00', 'T': '23.40'}",get
"{'updated': '2021-11-08 16:59:27', 'H': '36.00', 'T': '23.30'}",get
"{'updated': '2021-11-08 17:00:26', 'H': '36.00', 'T': '23.30'}",get
"{'updated': '2021-11-08 17:01:26', 'H': '37.00', 'T': '23.20'}",get
"{'updated': '2021-11-08 17:03:26', 'H': '37.00', 'T': '23.10'}",get
"{'updated': '2021-11-08 17:04:27', 'H': '38.00', 'T': '23.00'}",get
"{'updated': '2021-11-08 17:05:27', 'H': '38.00', 'T': '23.00'}",get
"{'updated': '2021-11-08 17:08:27', 'H': '39.00', 'T': '23.00'}",get
"{'updated': '2021-11-08 17:09:26', 'H': '39.00', 'T': '23.00'}",get
"{'updated': '2021-11-08 17:10:26', 'H': '39.00', 'T': '23.10'}",get
"{'updated': '2021-11-08 17:11:26', 'H': '39.00', 'T': '23.10'}",get
"{'updated': '2021-11-08 17:12:26', 'H': '39.00', 'T': '23.10'}",get
"{'updated': '2021-11-08 17:15:27', 'H': '39.00', 'T': '23.30'}",get
"{'updated': '2021-11-08 17:20:27', 'H': '39.00', 'T': '23.40'}",get
"{'updated': '2021-11-08 17:21:26', 'H': '39.00', 'T': '23.50'}",get
"{'updated': '2021-11-08 17:26:27', 'H': '36.00', 'T': '23.50'}",get
"{'updated': '2021-11-08 17:27:26', 'H': '36.00', 'T': '23.50'}",get
"{'updated': '2021-11-08 17:28:26', 'H': '36.00', 'T': '23.40'}",get
"{'updated': '2021-11-08 17:29:26', 'H': '35.00', 'T': '23.40'}",get
"{'updated': '2021-11-08 17:30:26', 'H': '35.00', 'T': '23.30'}",get
"{'updated': '2021-11-08 17:33:27', 'H': '36.00', 'T': '23.10'}",get
"{'updated': '2021-11-08 17:34:27', 'H': '36.00', 'T': '23.00'}",get
"{'updated': '2021-11-08 17:35:27', 'H': '36.00', 'T': '23.00'}",get
"{'updated': '2021-11-08 17:36:26', 'H': '37.00', 'T': '22.90'}",get
"{'updated': '2021-11-08 17:37:27', 'H': '37.00', 'T': '22.90'}",get
"{'updated': '2021-11-08 17:39:27', 'H': '38.00', 'T': '22.80'}",get
"{'updated': '2021-11-08 17:40:26', 'H': '38.00', 'T': '22.80'}",get
"{'updated': '2021-11-08 17:41:26', 'H': '39.00', 'T': '22.90'}",get
