2021-11-08 08:35:48,37816
2021-11-08 08:35:50,37813
2021-11-08 08:35:52,37761
2021-11-08 08:35:55,37770
2021-11-08 08:35:57,37871
2021-11-08 08:35:59,37883
2021-11-08 08:36:01,38009
2021-11-08 08:36:03,37896
2021-11-08 08:36:05,37999
2021-11-08 08:36:07,37968
2021-11-08 08:36:09,38028
2021-11-08 08:36:11,38064
2021-11-08 08:36:14,38206
2021-11-08 08:36:16,38112
2021-11-08 08:36:18,38179
2021-11-08 08:36:20,38167
2021-11-08 08:36:22,38343
2021-11-08 08:36:24,38330
2021-11-08 08:36:26,38421
2021-11-08 08:36:28,38408
2021-11-08 08:36:31,38412
2021-11-08 08:36:33,38451
2021-11-08 08:36:35,38499
2021-11-08 08:36:37,38441
2021-11-08 08:36:39,38563
2021-11-08 08:36:41,38632
2021-11-08 08:36:43,38692
2021-11-08 08:36:45,38718
2021-11-08 08:36:48,38793
2021-11-08 08:36:50,38790
2021-11-08 08:36:52,38861
2021-11-08 08:36:54,38953
2021-11-08 08:36:56,39017
2021-11-08 08:36:58,39116
2021-11-08 08:37:00,39178
2021-11-08 08:37:03,39285
2021-11-08 08:37:05,39334
2021-11-08 08:37:07,39253
2021-11-08 08:37:09,39449
2021-11-08 08:37:11,39519
2021-11-08 08:37:13,39521
2021-11-08 08:37:15,39564
2021-11-08 08:37:18,39706
2021-11-08 08:37:20,39749
2021-11-08 08:37:22,39703
2021-11-08 08:37:24,39851
2021-11-08 08:37:26,39832
2021-11-08 08:37:28,39925
2021-11-08 08:37:30,39971
2021-11-08 08:37:33,39955
2021-11-08 08:37:35,39980
2021-11-08 08:37:37,40038
2021-11-08 08:37:39,40208
2021-11-08 08:37:41,40142
2021-11-08 08:37:43,40196
2021-11-08 08:37:45,40290
2021-11-08 08:37:48,40265
2021-11-08 08:37:50,40224
2021-11-08 08:37:52,40347
2021-11-08 08:37:54,40358
2021-11-08 08:37:56,40422
2021-11-08 08:37:58,40371
2021-11-08 08:38:00,40415
2021-11-08 08:38:02,40411
2021-11-08 08:38:05,40486
2021-11-08 08:38:07,40506
2021-11-08 08:38:09,40497
2021-11-08 08:38:11,40566
2021-11-08 08:38:13,40597
2021-11-08 08:38:15,40563
2021-11-08 08:38:17,40575
2021-11-08 08:38:20,40617
2021-11-08 08:38:22,40543
2021-11-08 08:38:24,40589
2021-11-08 08:38:26,40580
2021-11-08 08:38:28,40634
2021-11-08 08:38:30,40609
2021-11-08 08:38:32,40678
2021-11-08 08:38:35,40596
2021-11-08 08:38:37,40579
2021-11-08 08:38:39,40698
2021-11-08 08:38:41,40798
2021-11-08 08:38:43,40672
2021-11-08 08:38:45,40629
2021-11-08 08:38:47,40624
2021-11-08 08:38:49,40597
2021-11-08 08:38:52,40625
2021-11-08 08:38:54,40598
2021-11-08 08:38:56,40633
2021-11-08 08:38:58,40645
2021-11-08 08:39:00,40622
2021-11-08 08:39:02,40694
2021-11-08 08:39:04,40674
2021-11-08 08:39:06,40629
2021-11-08 08:39:09,40665
2021-11-08 08:39:11,40717
2021-11-08 08:39:13,40724
2021-11-08 08:39:15,40568
2021-11-08 08:39:17,40596
2021-11-08 08:39:19,40596
2021-11-08 08:39:21,40620
2021-11-08 08:39:24,40600
2021-11-08 08:39:26,40559
2021-11-08 08:39:28,40595
2021-11-08 08:39:30,40537
2021-11-08 08:39:32,40596
2021-11-08 08:39:34,40474
2021-11-08 08:39:36,40461
2021-11-08 08:39:38,40400
2021-11-08 08:39:41,40521
2021-11-08 08:39:43,40437
2021-11-08 08:39:45,40515
2021-11-08 08:39:47,40449
2021-11-08 08:39:49,40353
2021-11-08 08:39:51,40448
2021-11-08 08:39:53,40412
2021-11-08 08:39:55,40274
