100.00,5.00,2021-11-08 18:01:04,33.60,30.00,0.00,-3.60,0.00
100.00,5.00,2021-11-08 18:01:13,33.10,30.00,0.00,-3.10,0.00
100.00,5.00,2021-11-08 18:01:23,33.40,30.00,0.00,-3.40,0.00
100.00,5.00,2021-11-08 18:01:33,33.10,30.00,0.00,-3.10,0.00
